iter	Passed	Remaining
319	11567	24581
320	11606	24550
321	11638	24506
322	11686	24495
323	11727	24469
324	11760	24425
325	11794	24384
326	11828	24343
327	11878	24336
328	11927	24326
329	11964	24290
330	11999	24253
331	12034	24214
332	12073	24182
333	12106	24140
334	12138	24096
335	12189	24089
336	12229	24059
337	12263	24019
338	12296	23976
339	12330	23936
340	12380	23925
341	12418	23892
342	12455	23858
343	12488	23815
344	12522	23774
345	12558	23737
346	12603	23718
347	12645	23691
348	12679	23652
349	12714	23612
350	12750	23575
351	12785	23536
352	12823	23504
353	12873	23491
354	12910	23457
355	12953	23432
356	12987	23392
357	13023	23354
358	13070	23337
359	13102	23293
360	13137	23254
361	13170	23212
362	13204	23170
363	13246	23144
364	13286	23114
365	13319	23072
366	13354	23033
367	13384	22987
368	13416	22942
369	13469	22935
370	13516	22915
371	13557	22887
372	13595	22852
373	13631	22816
374	13663	22772
375	13704	22743
376	13743	22711
377	13774	22666
378	13805	22621
379	13836	22575
380	13871	22536
381	13902	22490
382	13951	22475
383	13990	22442
384	14027	22407
385	14065	22372
386	14100	22334
387	14134	22294
388	14182	22275
389	14223	22247
390	14276	22236
391	14315	22202
392	14346	22158
393	14378	22115
394	14427	22098
395	14471	22073
396	14504	22031
397	14541	21994
398	14572	21950
399	14603	21905
400	14642	21872
401	14685	21846
402	14726	21815
403	14760	21775
404	14795	21736
405	14831	21699
406	14869	21664
407	14916	21643
408	14963	21621
409	15010	21600
410	15058	21579
411	15111	21567
412	15151	21535
413	15185	21493
414	15225	21461
415	15261	21425
416	15296	21385
417	15332	21347
418	15376	21321
419	15411	21282
420	15445	21241
421	15479	21201
422	15517	21166
423	15560	21138
424	15605	21112
425	15637	21070
426	15673	21032
427	15706	20990
428	15747	20960
429	15791	20933
430	15834	20904
431	15898	20903
432	15931	20861
433	15966	20822
434	16006	20790
435	16052	20764
436	16089	20728
437	16125	20691
438	16163	20655
439	16197	20614
440	16240	20586
441	16285	20559
442	16320	20520
443	16355	20480
444	16387	20438
445	16419	20395
446	16458	20361
447	16503	20334
448	16537	20294
449	16571	20254
450	16605	20214
451	16641	20175
452	16681	20142
453	16725	20114
454	16758	20073
455	16798	20040
456	16831	19998
457	16866	19959
458	16912	19933
459	16956	19905
460	16993	19868
461	17028	19829
462	17060	19786
463	17093	19745
464	17133	19712
465	17177	19683
466	17212	19644
467	17247	19605
468	17282	19567
469	17323	19534
470	17366	19504
471	17410	19475
472	17444	19435
473	17482	19400
474	17518	19362
475	17551	19321
476	17591	19287
477	17638	19261
478	17674	19224
479	17711	19187
480	17749	19151
481	17783	19111
482	17829	19084
483	17875	19057
484	17915	19023
485	17949	18984
486	17985	18945
487	18017	18904
488	18062	18875
489	18106	18845
490	18144	18810
491	18180	18771
492	18216	18734
493	18249	18692
494	18295	18665
495	18337	18632
496	18377	18599
497	18410	18558
498	18447	18521
499	18482	18482
500	18524	18450
501	18567	18419
502	18604	18382
503	18643	18347
504	18680	18310
505	18714	18270
506	18754	18236
507	18797	18205
508	18832	18166
509	18866	18126
510	18911	18096
511	18946	18057
512	18989	18027
513	19033	17996
514	19072	17961
515	19110	17924
516	19144	17885
517	19179	17846
518	19228	17820
519	19283	17799
520	19338	17779
521	19380	17747
522	19419	17711
523	19465	17682
524	19513	17654
525	19553	17620
526	19589	17582
527	19629	17547
528	19667	17510
529	19717	17485
530	19756	17450
531	19790	17409
532	19828	17373
533	19866	17336
534	19900	17296
535	19940	17261
536	19986	17232
537	20023	17194
538	20055	17153
539	20104	17125
540	20157	17101
541	20206	17075
542	20245	17038
543	20279	16999
544	20316	16961
545	20352	16923
546	20399	16893
547	20443	16862
548	20482	16826
549	20524	16792
550	20559	16753
551	20595	16715
552	20640	16683
553	20685	16652
554	20725	16617
555	20762	16579
556	20807	16548
557	20842	16509
558	20891	16481
559	20931	16446
560	20963	16404
561	20996	16364
562	21030	16324
563	21078	16294
564	21129	16268
565	21168	16232
566	21205	16194
567	21243	16156
568	21283	16121
569	21332	16092
570	21377	16061
571	21432	16036
572	21474	16003
573	21522	15973
574	21566	15940
575	21603	15902
576	21641	15865
577	21678	15827
578	21715	15789
579	21765	15761
580	21813	15731
581	21850	15693
582	21890	15657
583	21925	15617
584	21960	15578
585	22007	15548
586	22047	15512
587	22085	15474
588	22122	15437
589	22159	15398
590	22198	15362
591	22246	15332
592	22295	15302
593	22334	15265
594	22380	15233
595	22432	15205
596	22476	15172
597	22525	15142
598	22572	15111
599	22614	15076
600	22651	15038
601	22697	15006
602	22749	14977
603	22786	14939
604	22821	14899
605	22854	14859
606	22893	14822
607	22937	14788
608	22985	14757
609	23023	14720
610	23058	14680
611	23094	14641
612	23129	14602
613	23172	14567
614	23219	14535
615	23256	14497
616	23290	14457
617	23325	14417
618	23358	14377
619	23399	14341
620	23443	14307
621	23480	14269
622	23522	14234
623	23559	14196
624	23592	14155
625	23636	14121
626	23677	14085
627	23710	14045
628	23743	14004
629	23778	13965
630	23814	13926
631	23859	13893
632	23907	13861
633	23945	13823
634	23983	13785
635	24020	13747
636	24068	13715
637	24118	13684
638	24160	13649
639	24197	13610
640	24231	13571
641	24266	13531
642	24313	13499
643	24354	13462
644	24387	13422
645	24429	13386
646	24462	13346
647	24494	13305
648	24535	13269
649	24585	13238
650	24626	13202
651	24663	13164
652	24701	13126
653	24736	13086
654	24784	13054
655	24829	13020
656	24867	12982
657	24909	12946
658	24942	12906
659	24975	12866
660	25020	12832
661	25070	12800
662	25110	12763
663	25141	12722
664	25178	12683
665	25215	12645
666	25261	12611
667	25307	12577
668	25344	12539
669	25385	12503
670	25434	12471
671	25472	12433
672	25516	12397
673	25559	12362
674	25594	12323
675	25632	12285
676	25669	12246
677	25716	12213
678	25759	12178
679	25794	12138
680	25831	12100
681	25868	12061
682	25904	12023
683	25941	11984
684	25991	11952
685	26031	11915
686	26068	11876
687	26107	11839
688	26147	11802
689	26198	11770
690	26253	11739
691	26291	11701
692	26327	11663
693	26363	11624
694	26413	11591
695	26453	11554
696	26489	11515
697	26528	11477
698	26560	11437
699	26606	11402
700	26656	11369
701	26702	11335
702	26746	11299
703	26782	11260
704	26822	11223
705	26871	11190
706	26917	11155
707	26960	11119
708	27001	11082
709	27043	11046
710	27092	11012
711	27133	10975
712	27166	10935
713	27200	10895
714	27234	10855
715	27280	10820
716	27327	10786
717	27364	10747
718	27401	10709
719	27435	10669
720	27470	10629
721	27512	10593
722	27561	10559
723	27600	10521
724	27633	10481
725	27667	10441
726	27701	10402
727	27749	10367
728	27797	10333
729	27833	10294
730	27869	10255
731	27908	10217
732	27947	10179
733	27997	10146
734	28038	10109
735	28079	10072
736	28116	10033
737	28153	9994
738	28193	9957
739	28243	9923
740	28282	9885
741	28319	9847
742	28356	9808
743	28394	9769
744	28431	9731
745	28480	9697
746	28527	9661
747	28564	9623
748	28600	9584
749	28642	9547
750	28679	9508
751	28730	9474
752	28775	9438
753	28820	9402
754	28863	9366
755	28897	9326
756	28936	9288
757	28984	9253
758	29025	9216
759	29058	9176
760	29091	9136
761	29134	9099
762	29182	9064
763	29227	9028
764	29270	8991
765	29306	8952
766	29341	8913
767	29382	8876
768	29430	8840
769	29475	8804
770	29509	8764
771	29543	8725
772	29577	8685
773	29623	8649
774	29670	8613
775	29709	8575
776	29744	8536
777	29781	8498
778	29822	8460
779	29871	8425
780	29902	8384
781	29937	8345
782	29973	8306
783	30009	8267
784	30050	8230
785	30100	8195
786	30148	8159
787	30185	8121
788	30221	8082
789	30256	8042
790	30291	8003
791	30318	7962
792	30353	7923
793	30399	7886
794	30435	7848
795	30469	7808
796	30505	7769
797	30551	7733
798	30600	7698
799	30633	7658
800	30658	7616
801	30682	7575
802	30708	7533
803	30745	7495
804	30792	7458
805	30837	7422
806	30872	7383
807	30923	7348
808	30962	7310
809	30985	7268
810	31014	7227
811	31067	7193
812	31107	7155
813	31138	7115
814	31179	7077
815	31217	7039
816	31261	7002
817	31309	6966
818	31361	6930
819	31402	6893
820	31443	6855
821	31494	6819
822	31544	6784
823	31579	6745
824	31610	6705
825	31647	6666
826	31701	6631
827	31760	6597
828	31800	6559
829	31840	6521
830	31884	6484
831	31932	6447
832	31970	6409
833	32009	6371
834	32049	6333
835	32089	6294
836	32140	6259
837	32189	6222
838	32228	6184
839	32257	6144
840	32292	6105
841	32339	6068
842	32380	6030
843	32424	5993
844	32457	5953
845	32491	5914
846	32537	5877
847	32580	5839
848	32617	5801
849	32655	5762
850	32694	5724
851	32768	5692
852	32819	5655
853	32853	5616
854	32891	5578
855	32929	5539
856	32961	5499
857	33006	5462
858	33050	5425
859	33090	5386
860	33113	5345
861	33147	5306
862	33179	5267
863	33217	5228
864	33264	5191
865	33307	5153
866	33343	5114
867	33378	5076
868	33412	5036
869	33459	4999
870	33506	4962
871	33542	4923
872	33581	4885
873	33618	4846
874	33650	4807
875	33699	4770
876	33747	4733
877	33788	4694
878	33825	4656
879	33869	4618
880	33905	4579
881	33954	4542
882	33996	4504
883	34034	4466
884	34073	4427
885	34109	4388
886	34154	4351
887	34202	4313
888	34244	4275
889	34278	4236
890	34320	4198
891	34368	4161
892	34414	4123
893	34457	4085
894	34492	4046
895	34538	4008
896	34585	3971
897	34632	3933
898	34670	3895
899	34704	3856
900	34738	3817
901	34786	3779
902	34830	3741
903	34865	3702
904	34899	3663
905	34930	3624
906	34977	3586
907	35023	3548
908	35058	3509
909	35093	3470
910	35116	3430
911	35155	3392
912	35195	3353
913	35242	3316
914	35282	3277
915	35316	3238
916	35348	3199
917	35382	3160
918	35426	3122
919	35473	3084
920	35507	3045
921	35542	3006
922	35575	2967
923	35612	2929
924	35650	2890
925	35702	2853
926	35747	2815
927	35784	2776
928	35817	2737
929	35859	2699
930	35939	2663
931	36013	2627
932	36075	2590
933	36139	2553
934	36205	2516
935	36266	2479
936	36340	2443
937	36409	2406
938	36476	2369
939	36540	2332
940	36612	2295
941	36656	2256
942	36704	2218
943	36747	2179
944	36796	2141
945	36843	2103
946	36887	2064
947	36924	2025
948	36970	1986
949	37017	1948
950	37063	1909
951	37104	1870
952	37138	1831
953	37176	1792
954	37222	1753
955	37255	1714
956	37281	1675
957	37320	1636
958	37359	1597
959	37401	1558
960	37434	1519
961	37478	1480
962	37511	1441
963	37534	1401
964	37569	1362
965	37605	1323
966	37651	1284
967	37696	1246
968	37735	1207
969	37772	1168
970	37815	1129
971	37848	1090
972	37898	1051
973	37938	1012
974	37973	973
975	38012	934
976	38056	895
977	38105	857
978	38168	818
979	38218	779
980	38258	740
981	38306	702
982	38351	663
983	38387	624
984	38424	585
985	38458	546
986	38507	507
987	38554	468
988	38593	429
989	38628	390
990	38663	351
991	38698	312
992	38746	273
993	38807	234
994	38849	195
995	38883	156
996	38905	117
997	38940	78
998	38986	39
999	39034	0
